alpha3,alpha2,name,type
sgg,,Swiss-German Sign Language,Living
sgh,,Shughni,Living
sgi,,Suga,Living
sgj,,Surgujia,Living
sgk,,Sangkong,Living
sgm,,Singa,Extinct
sgo,,Songa,Living
sgp,,Singpho,Living
sgr,,Sangisari,Living
sgs,,Samogitian,Living
sgt,,Brokpake,Living
sgu,,Salas,Living
sgw,,Sebat Bet Gurage,Living
sgx,,Sierra Leone Sign Language,Living
sgy,,Sanglechi,Living
sgz,,Sursurunga,Living
sha,,Shall-Zwall,Living
shb,,Ninam,Living
shc,,Sonde,Living
shd,,Kundal Shahi,Living
she,,Sheko,Living
shg,,Shua,Living
shh,,Shoshoni,Living
shi,,Tachelhit,Living
shj,,Shatt,Living
shk,,Shilluk,Living
shl,,Shendu,Living
shm,,Shahrudi,Living
shn,,Shan,Living
sho,,Shanga,Living
shp,,Shipibo-Conibo,Living
shq,,Sala,Living
shr,,Shi,Living
shs,,Shuswap,Living
sht,,Shasta,Extinct
shu,,Chadian Arabic,Living
shv,,Shehri,Living
shw,,Shwai,Living
shx,,She,Living
shy,,Tachawit,Living
shz,,Syenara Senoufo,Living
sia,,Akkala Sami,Extinct
sib,,Sebop,Living
sid,,Sidamo,Living
sie,,Simaa,Living
sif,,Siamou,Living
sig,,Paasaal,Living
sih,,Zire,Living
sii,,Shom Peng,Living
sij,,Numbami,Living
sik,,Sikiana,Living
sil,,Tumulung Sisaala,Living
sim,,Mende (Papua New Guinea),Living
sin,si,Sinhala,Living
sip,,Sikkimese,Living
siq,,Sonia,Living
sir,,Siri,Living
sis,,Siuslaw,Extinct
siu,,Sinagen,Living
siv,,Sumariup,Living
siw,,Siwai,Living
six,,Sumau,Living
siy,,Sivandi,Living
siz,,Siwi,Living
sja,,Epena,Living
sjb,,Sajau Basap,Living
sjd,,Kildin Sami,Living
sje,,Pite Sami,Living
sjg,,Assangori,Living
sjk,,Kemi Sami,Extinct
sjl,,Sajalong,Living
sjm,,Mapun,Living
sjn,,Sindarin,Constructed
sjo,,Xibe,Living
sjp,,Surjapuri,Living
sjr,,Siar-Lak,Living
sjs,,Senhaja De Srair,Extinct
sjt,,Ter Sami,Living
sju,,Ume Sami,Living
sjw,,Shawnee,Living
ska,,Skagit,Living
skb,,Saek,Living
skc,,Ma Manda,Living
skd,,Southern Sierra Miwok,Living
ske,,Seke (Vanuatu),Living
skf,,Sakirabiá,Living
skg,,Sakalava Malagasy,Living
skh,,Sikule,Living
ski,,Sika,Living
skj,,Seke (Nepal),Living
skk,,Sok,Living
skm,,Kutong,Living
skn,,Kolibugan Subanon,Living
sko,,Seko Tengah,Living
skp,,Sekapan,Living
skq,,Sininkere,Living
skr,,Seraiki,Living
sks,,Maia,Living
skt,,Sakata,Living
sku,,Sakao,Living
skv,,Skou,Living
skw,,Skepi Creole Dutch,Extinct
skx,,Seko Padang,Living
sky,,Sikaiana,Living
skz,,Sekar,Living
slc,,Sáliba,Living
sld,,Sissala,Living
sle,,Sholaga,Living
slf,,Swiss-Italian Sign Language,Living
slg,,Selungai Murut,Living
slh,,Southern Puget Sound Salish,Living
sli,,Lower Silesian,Living
slj,,Salumá,Living
slk,sk,Slovak,Living
sll,,Salt-Yui,Living
slm,,Pangutaran Sama,Living
sln,,Salinan,Extinct
slp,,Lamaholot,Living
slq,,Salchuq,Living
slr,,Salar,Living
sls,,Singapore Sign Language,Living
slt,,Sila,Living
slu,,Selaru,Living
slv,sl,Slovenian,Living
slw,,Sialum,Living
slx,,Salampasu,Living
sly,,Selayar,Living
slz,,Ma'ya,Living
sma,,Southern Sami,Living
smb,,Simbari,Living
smc,,Som,Extinct
smd,,Sama,Living
sme,se,Northern Sami,Living
smf,,Auwe,Living
smg,,Simbali,Living
smh,,Samei,Living
smj,,Lule Sami,Living
smk,,Bolinao,Living
sml,,Central Sama,Living
smm,,Musasa,Living
smn,,Inari Sami,Living
smo,sm,Samoan,Living
smp,,Samaritan,Extinct
smq,,Samo,Living
smr,,Simeulue,Living
sms,,Skolt Sami,Living
smt,,Simte,Living
smu,,Somray,Extinct
smv,,Samvedi,Living
smw,,Sumbawa,Living
smx,,Samba,Living
smy,,Semnani,Living
smz,,Simeku,Living
sna,sn,Shona,Living
snb,,Sebuyau,Living
snc,,Sinaugoro,Living
snd,sd,Sindhi,Living
sne,,Bau Bidayuh,Living
snf,,Noon,Living
sng,,Sanga (Democratic Republic of Congo),Living
snh,,Shinabo,Extinct
sni,,Sensi,Extinct
snj,,Riverain Sango,Living
snk,,Soninke,Living
snl,,Sangil,Living
snm,,Southern Ma'di,Living
snn,,Siona,Living
sno,,Snohomish,Living
snp,,Siane,Living
snq,,Sangu (Gabon),Living
snr,,Sihan,Living
sns,,South West Bay,Living
snu,,Senggi,Living
snv,,Sa'ban,Living
snw,,Selee,Living
snx,,Sam,Living
sny,,Saniyo-Hiyewe,Living
snz,,Sinsauru,Living
soa,,Thai Song,Living
sob,,Sobei,Living
soc,,So (Democratic Republic of Congo),Living
sod,,Songoora,Living
soe,,Songomeno,Living
sog,,Sogdian,Ancient
soh,,Aka,Living
soi,,Sonha,Living
soj,,Soi,Living
sok,,Sokoro,Living
sol,,Solos,Living
som,so,Somali,Living
soo,,Songo,Living
sop,,Songe,Living
soq,,Kanasi,Living
sor,,Somrai,Living
sos,,Seeku,Living
sot,st,Southern Sotho,Living
sou,,Southern Thai,Living
sov,,Sonsorol,Living
sow,,Sowanda,Living
sox,,Swo,Living
soy,,Miyobe,Living
soz,,Temi,Living
spa,es,Spanish,Living
spb,,Sepa (Indonesia),Living
spc,,Sapé,Living
spd,,Saep,Living
spe,,Sepa (Papua New Guinea),Living
spg,,Sian,Living
spi,,Saponi,Living
spk,,Sengo,Living
spl,,Selepet,Living
spm,,Akukem,Living
spn,,Sanapaná,Living
spo,,Spokane,Living
spp,,Supyire Senoufo,Living
spq,,Loreto-Ucayali Spanish,Living
spr,,Saparua,Living
sps,,Saposa,Living
spt,,Spiti Bhoti,Living
spu,,Sapuan,Living
spv,,Sambalpuri,Living
spx,,South Picene,Ancient
spy,,Sabaot,Living
sqa,,Shama-Sambuga,Living
sqh,,Shau,Living
sqi,sq,Albanian,Living
sqk,,Albanian Sign Language,Living
sqm,,Suma,Living
sqn,,Susquehannock,Extinct
sqo,,Sorkhei,Living
sqq,,Sou,Living
sqr,,Siculo Arabic,Historical
sqs,,Sri Lankan Sign Language,Living
sqt,,Soqotri,Living
squ,,Squamish,Living
sra,,Saruga,Living
srb,,Sora,Living
src,,Logudorese Sardinian,Living
srd,sc,Sardinian,Living
sre,,Sara,Living
srf,,Nafi,Living
srg,,Sulod,Living
srh,,Sarikoli,Living
sri,,Siriano,Living
srk,,Serudung Murut,Living
srl,,Isirawa,Living
srm,,Saramaccan,Living
srn,,Sranan Tongo,Living
sro,,Campidanese Sardinian,Living
srp,sr,Serbian,Living
srq,,Sirionó,Living
srr,,Serer,Living
srs,,Sarsi,Living
srt,,Sauri,Living
sru,,Suruí,Living
srv,,Southern Sorsoganon,Living
srw,,Serua,Living
srx,,Sirmauri,Living
sry,,Sera,Living
srz,,Shahmirzadi,Living
ssb,,Southern Sama,Living
ssc,,Suba-Simbiti,Living
ssd,,Siroi,Living
sse,,Balangingi,Living
ssf,,Thao,Living
ssg,,Seimat,Living
ssh,,Shihhi Arabic,Living
ssi,,Sansi,Living
ssj,,Sausi,Living
ssk,,Sunam,Living
ssl,,Western Sisaala,Living
ssm,,Semnam,Living
ssn,,Waata,Living
sso,,Sissano,Living
ssp,,Spanish Sign Language,Living
ssq,,So'a,Living
ssr,,Swiss-French Sign Language,Living
sss,,Sô,Living
sst,,Sinasina,Living
ssu,,Susuami,Living
ssv,,Shark Bay,Living
ssw,ss,Swati,Living
ssx,,Samberigi,Living
ssy,,Saho,Living
ssz,,Sengseng,Living
sta,,Settla,Living
stb,,Northern Subanen,Living
std,,Sentinel,Living
ste,,Liana-Seti,Living
stf,,Seta,Living
stg,,Trieng,Living
sth,,Shelta,Living
sti,,Bulo Stieng,Living
stj,,Matya Samo,Living
stk,,Arammba,Living
stl,,Stellingwerfs,Living
stm,,Setaman,Living
stn,,Owa,Living
sto,,Stoney,Living
stp,,Southeastern Tepehuan,Living
stq,,Saterfriesisch,Living
str,,Straits Salish,Living
sts,,Shumashti,Living
stt,,Budeh Stieng,Living
stu,,Samtao,Living
stv,,Silt'e,Living
stw,,Satawalese,Living
sty,,Siberian Tatar,Living
sua,,Sulka,Living
sub,,Suku,Living
suc,,Western Subanon,Living
sue,,Suena,Living
sug,,Suganga,Living
sui,,Suki,Living
suj,,Shubi,Living
suk,,Sukuma,Living
sun,su,Sundanese,Living
suq,,Suri,Living
sur,,Mwaghavul,Living
sus,,Susu,Living
sut,,Subtiaba,Extinct
suv,,Puroik,Living
suw,,Sumbwa,Living
sux,,Sumerian,Ancient
suy,,Suyá,Living
suz,,Sunwar,Living
sva,,Svan,Living
svb,,Ulau-Suain,Living
svc,,Vincentian Creole English,Living
sve,,Serili,Living
svk,,Slovakian Sign Language,Living
svm,,Slavomolisano,Living
svr,,Savara,Living
svs,,Savosavo,Living
svx,,Skalvian,Extinct
swa,sw,Swahili (macrolanguage),Living
swb,,Maore Comorian,Living
swc,,Congo Swahili,Living
swe,sv,Swedish,Living
swf,,Sere,Living
swg,,Swabian,Living
swh,,Swahili (individual language),Living
swi,,Sui,Living
swj,,Sira,Living
swk,,Malawi Sena,Living
swl,,Swedish Sign Language,Living
swm,,Samosa,Living
swn,,Sawknah,Living
swo,,Shanenawa,Living
swp,,Suau,Living
swq,,Sharwa,Living
swr,,Saweru,Living
sws,,Seluwasan,Living
swt,,Sawila,Living
swu,,Suwawa,Living
swv,,Shekhawati,Living
sww,,Sowa,Extinct
swx,,Suruahá,Living
swy,,Sarua,Living
sxb,,Suba,Living
sxc,,Sicanian,Ancient
sxe,,Sighu,Living
sxg,,Shixing,Living
sxk,,Southern Kalapuya,Extinct
sxl,,Selian,Extinct
sxm,,Samre,Living
sxn,,Sangir,Living
sxo,,Sorothaptic,Ancient
sxr,,Saaroa,Living
sxs,,Sasaru,Living
sxu,,Upper Saxon,Living
sxw,,Saxwe Gbe,Living
sya,,Siang,Living
syb,,Central Subanen,Living
syc,,Classical Syriac,Historical
syi,,Seki,Living
syk,,Sukur,Living
syl,,Sylheti,Living
sym,,Maya Samo,Living
syn,,Senaya,Living
syo,,Suoy,Living
syr,,Syriac,Living
sys,,Sinyar,Living
syw,,Kagate,Living
syy,,Al-Sayyid Bedouin Sign Language,Living
sza,,Semelai,Living
szb,,Ngalum,Living
szc,,Semaq Beri,Living
szd,,Seru,Extinct
sze,,Seze,Living
szg,,Sengele,Living
szl,,Silesian,Living
szn,,Sula,Living
szp,,Suabo,Living
szv,,Isu (Fako Division),Living
szw,,Sawai,Living
taa,,Lower Tanana,Living
tab,,Tabassaran,Living
tac,,Lowland Tarahumara,Living
tad,,Tause,Living
tae,,Tariana,Living
taf,,Tapirapé,Living
tag,,Tagoi,Living
tah,ty,Tahitian,Living
taj,,Eastern Tamang,Living
tak,,Tala,Living
tal,,Tal,Living
tam,ta,Tamil,Living
tan,,Tangale,Living
tao,,Yami,Living
tap,,Taabwa,Living
taq,,Tamasheq,Living
tar,,Central Tarahumara,Living
tas,,Tay Boi,Extinct
tat,tt,Tatar,Living
tau,,Upper Tanana,Living
tav,,Tatuyo,Living
taw,,Tai,Living
tax,,Tamki,Living
tay,,Atayal,Living
taz,,Tocho,Living
tba,,Aikanã,Living
tbb,,Tapeba,Extinct
tbc,,Takia,Living
tbd,,Kaki Ae,Living
tbe,,Tanimbili,Living
tbf,,Mandara,Living
tbg,,North Tairora,Living
tbh,,Thurawal,Extinct
tbi,,Gaam,Living
tbj,,Tiang,Living
tbk,,Calamian Tagbanwa,Living
tbl,,Tboli,Living
tbm,,Tagbu,Living
tbn,,Barro Negro Tunebo,Living
tbo,,Tawala,Living
tbp,,Taworta,Living
tbr,,Tumtum,Living
tbs,,Tanguat,Living
tbt,,Tembo (Kitembo),Living
tbu,,Tubar,Extinct
tbv,,Tobo,Living
tbw,,Tagbanwa,Living
tbx,,Kapin,Living
tby,,Tabaru,Living
tbz,,Ditammari,Living
tca,,Ticuna,Living
tcb,,Tanacross,Living
tcc,,Datooga,Living
tcd,,Tafi,Living
tce,,Southern Tutchone,Living
tcf,,Malinaltepec Me'phaa,Living
tcg,,Tamagario,Living
tch,,Turks And Caicos Creole English,Living
tci,,Wára,Living
tck,,Tchitchege,Living
tcl,,Taman (Myanmar),Extinct
tcm,,Tanahmerah,Living
tcn,,Tichurong,Living
tco,,Taungyo,Living
tcp,,Tawr Chin,Living
tcq,,Kaiy,Living
tcs,,Torres Strait Creole,Living
tct,,T'en,Living
tcu,,Southeastern Tarahumara,Living
tcw,,Tecpatlán Totonac,Living
tcx,,Toda,Living
tcy,,Tulu,Living
tcz,,Thado Chin,Living
tda,,Tagdal,Living
tdb,,Panchpargania,Living
tdc,,Emberá-Tadó,Living
tdd,,Tai Nüa,Living
tde,,Tiranige Diga Dogon,Living
tdf,,Talieng,Living
tdg,,Western Tamang,Living
tdh,,Thulung,Living
tdi,,Tomadino,Living
tdj,,Tajio,Living
tdk,,Tambas,Living
tdl,,Sur,Living
tdn,,Tondano,Living
tdo,,Teme,Living
tdq,,Tita,Living
tdr,,Todrah,Living
tds,,Doutai,Living
tdt,,Tetun Dili,Living
tdu,,Tempasuk Dusun,Living
tdv,,Toro,Living
tdx,,Tandroy-Mahafaly Malagasy,Living
tdy,,Tadyawan,Living
tea,,Temiar,Living
teb,,Tetete,Extinct
tec,,Terik,Living
ted,,Tepo Krumen,Living
tee,,Huehuetla Tepehua,Living
tef,,Teressa,Living
teg,,Teke-Tege,Living
teh,,Tehuelche,Living
tei,,Torricelli,Living
tek,,Ibali Teke,Living
tel,te,Telugu,Living
tem,,Timne,Living
ten,,Tama (Colombia),Extinct
teo,,Teso,Living
tep,,Tepecano,Extinct
teq,,Temein,Living
ter,,Tereno,Living
tes,,Tengger,Living
tet,,Tetum,Living
teu,,Soo,Living
tev,,Teor,Living
tew,,Tewa (USA),Living
tex,,Tennet,Living
tey,,Tulishi,Living
tfi,,Tofin Gbe,Living
tfn,,Tanaina,Living
tfo,,Tefaro,Living
tfr,,Teribe,Living
tft,,Ternate,Living
tga,,Sagalla,Living
tgb,,Tobilung,Living
tgc,,Tigak,Living
tgd,,Ciwogai,Living
tge,,Eastern Gorkha Tamang,Living
tgf,,Chalikha,Living
tgh,,Tobagonian Creole English,Living
tgi,,Lawunuia,Living
tgj,,Tagin,Living
tgk,tg,Tajik,Living
tgl,tl,Tagalog,Living
tgn,,Tandaganon,Living
tgo,,Sudest,Living
tgp,,Tangoa,Living
tgq,,Tring,Living
tgr,,Tareng,Living
tgs,,Nume,Living
tgt,,Central Tagbanwa,Living
tgu,,Tanggu,Living
tgv,,Tingui-Boto,Extinct
tgw,,Tagwana Senoufo,Living
tgx,,Tagish,Living
tgy,,Togoyo,Extinct
tgz,,Tagalaka,Extinct
tha,th,Thai,Living
thc,,Tai Hang Tong,Living
thd,,Thayore,Living
the,,Chitwania Tharu,Living
thf,,Thangmi,Living
thh,,Northern Tarahumara,Living
thi,,Tai Long,Living
thk,,Tharaka,Living
thl,,Dangaura Tharu,Living
thm,,Aheu,Living
thn,,Thachanadan,Living
thp,,Thompson,Living
thq,,Kochila Tharu,Living
thr,,Rana Tharu,Living
ths,,Thakali,Living
tht,,Tahltan,Living
thu,,Thuri,Living
thv,,Tahaggart Tamahaq,Living
thw,,Thudam,Living
thx,,The,Living
thy,,Tha,Living
thz,,Tayart Tamajeq,Living
tia,,Tidikelt Tamazight,Living
tic,,Tira,Living
tid,,Tidong,Living
tif,,Tifal,Living
tig,,Tigre,Living
tih,,Timugon Murut,Living
tii,,Tiene,Living
tij,,Tilung,Living
tik,,Tikar,Living
til,,Tillamook,Extinct
tim,,Timbe,Living
tin,,Tindi,Living
tio,,Teop,Living
tip,,Trimuris,Living
tiq,,Tiéfo,Living
tir,ti,Tigrinya,Living
tis,,Masadiit Itneg,Living
tit,,Tinigua,Living
tiu,,Adasen,Living
tiv,,Tiv,Living
tiw,,Tiwi,Living
tix,,Southern Tiwa,Living
tiy,,Tiruray,Living
tiz,,Tai Hongjin,Living
tja,,Tajuasohn,Living
tjg,,Tunjung,Living
tji,,Northern Tujia,Living
tjl,,Tai Laing,Living
tjm,,Timucua,Extinct
tjn,,Tonjon,Extinct
tjo,,Temacine Tamazight,Living
tjs,,Southern Tujia,Living
tju,,Tjurruru,Extinct
tjw,,Djabwurrung,Living
tka,,Truká,Extinct
tkb,,Buksa,Living
tkd,,Tukudede,Living
tke,,Takwane,Living
tkf,,Tukumanféd,Extinct
tkg,,Tesaka Malagasy,Living
tkl,,Tokelau,Living
tkm,,Takelma,Extinct
tkn,,Toku-No-Shima,Living
tkp,,Tikopia,Living
tkq,,Tee,Living
tkr,,Tsakhur,Living
tks,,Takestani,Living
tkt,,Kathoriya Tharu,Living
tku,,Upper Necaxa Totonac,Living
tkv,,Mur Pano,Living
tkw,,Teanu,Living
tkx,,Tangko,Living
tkz,,Takua,Living
tla,,Southwestern Tepehuan,Living
tlb,,Tobelo,Living
tlc,,Yecuatla Totonac,Living
tld,,Talaud,Living
tlf,,Telefol,Living
tlg,,Tofanma,Living
tlh,,Klingon,Constructed
tli,,Tlingit,Living
tlj,,Talinga-Bwisi,Living
tlk,,Taloki,Living
tll,,Tetela,Living
tlm,,Tolomako,Living
tln,,Talondo',Living
tlo,,Talodi,Living
tlp,,Filomena Mata-Coahuitlán Totonac,Living
tlq,,Tai Loi,Living
tlr,,Talise,Living
tls,,Tambotalo,Living
tlt,,Teluti,Living
tlu,,Tulehu,Living
tlv,,Taliabu,Living
tlx,,Khehek,Living
tly,,Talysh,Living
tma,,Tama (Chad),Living
tmb,,Katbol,Living
tmc,,Tumak,Living
tmd,,Haruai,Living
tme,,Tremembé,Extinct
tmf,,Toba-Maskoy,Living
tmg,,Ternateño,Extinct
tmh,,Tamashek,Living
tmi,,Tutuba,Living
tmj,,Samarokena,Living
tmk,,Northwestern Tamang,Living
tml,,Tamnim Citak,Living
tmm,,Tai Thanh,Living
tmn,,Taman (Indonesia),Living
tmo,,Temoq,Living
tmp,,Tai Mène,Living
tmq,,Tumleo,Living
tmr,,Jewish Babylonian Aramaic (ca. 200-1200 CE),Extinct
tms,,Tima,Living
tmt,,Tasmate,Living
tmu,,Iau,Living
tmv,,Tembo (Motembo),Living
tmw,,Temuan,Living
tmy,,Tami,Living
tmz,,Tamanaku,Extinct
tna,,Tacana,Living
tnb,,Western Tunebo,Living
tnc,,Tanimuca-Retuarã,Living
tnd,,Angosturas Tunebo,Living
tne,,Tinoc Kallahan,Living
tng,,Tobanga,Living
tnh,,Maiani,Living
tni,,Tandia,Living
tnk,,Kwamera,Living
tnl,,Lenakel,Living
tnm,,Tabla,Living
tnn,,North Tanna,Living
tno,,Toromono,Living
tnp,,Whitesands,Living
tnq,,Taino,Extinct
tnr,,Ménik,Living
tns,,Tenis,Living
tnt,,Tontemboan,Living
tnu,,Tay Khang,Living
tnv,,Tangchangya,Living
tnw,,Tonsawang,Living
tnx,,Tanema,Living
tny,,Tongwe,Living
tnz,,Tonga (Thailand),Living
tob,,Toba,Living
toc,,Coyutla Totonac,Living
tod,,Toma,Living
toe,,Tomedes,Extinct
tof,,Gizrra,Living
tog,,Tonga (Nyasa),Living
toh,,Gitonga,Living
toi,,Tonga (Zambia),Living
toj,,Tojolabal,Living
tol,,Tolowa,Living
tom,,Tombulu,Living
ton,to,Tonga (Tonga Islands),Living
too,,Xicotepec De Juárez Totonac,Living
top,,Papantla Totonac,Living
toq,,Toposa,Living
tor,,Togbo-Vara Banda,Living
tos,,Highland Totonac,Living
tou,,Tho,Living
tov,,Upper Taromi,Living
tow,,Jemez,Living
tox,,Tobian,Living
toy,,Topoiyo,Living
toz,,To,Living
tpa,,Taupota,Living
tpc,,Azoyú Me'phaa,Living
tpe,,Tippera,Living
tpf,,Tarpia,Living
tpg,,Kula,Living
tpi,,Tok Pisin,Living
tpj,,Tapieté,Living
tpk,,Tupinikin,Extinct
tpl,,Tlacoapa Me'phaa,Living
tpm,,Tampulma,Living
tpn,,Tupinambá,Extinct
tpo,,Tai Pao,Living
tpp,,Pisaflores Tepehua,Living
tpq,,Tukpa,Living
tpr,,Tuparí,Living
tpt,,Tlachichilco Tepehua,Living
tpu,,Tampuan,Living
tpv,,Tanapag,Living
tpw,,Tupí,Extinct
tpx,,Acatepec Me'phaa,Living
tpy,,Trumai,Living
tpz,,Tinputz,Living
tqb,,Tembé,Living
tql,,Lehali,Living
tqm,,Turumsa,Living
tqn,,Tenino,Living
tqo,,Toaripi,Living
tqp,,Tomoip,Living
tqq,,Tunni,Living
tqr,,Torona,Extinct
tqt,,Western Totonac,Living
tqu,,Touo,Living
tqw,,Tonkawa,Extinct
tra,,Tirahi,Living
trb,,Terebu,Living
trc,,Copala Triqui,Living
trd,,Turi,Living
tre,,East Tarangan,Living
trf,,Trinidadian Creole English,Living
trg,,Lishán Didán,Living
trh,,Turaka,Living
tri,,Trió,Living
trj,,Toram,Living
trl,,Traveller Scottish,Living
trm,,Tregami,Living
trn,,Trinitario,Living
tro,,Tarao Naga,Living
trp,,Kok Borok,Living
trq,,San Martín Itunyoso Triqui,Living
trr,,Taushiro,Living
trs,,Chicahuaxtla Triqui,Living
trt,,Tunggare,Living
tru,,Turoyo,Living
trv,,Taroko,Living
trw,,Torwali,Living
trx,,Tringgus-Sembaan Bidayuh,Living
try,,Turung,Extinct
trz,,Torá,Extinct
tsa,,Tsaangi,Living
tsb,,Tsamai,Living
tsc,,Tswa,Living
tsd,,Tsakonian,Living
tse,,Tunisian Sign Language,Living
tsf,,Southwestern Tamang,Living
tsg,,Tausug,Living
tsh,,Tsuvan,Living
tsi,,Tsimshian,Living
tsj,,Tshangla,Living
tsk,,Tseku,Living
tsl,,Ts'ün-Lao,Living
tsm,,Turkish Sign Language,Living
tsn,tn,Tswana,Living
tso,ts,Tsonga,Living
tsp,,Northern Toussian,Living
tsq,,Thai Sign Language,Living
tsr,,Akei,Living
tss,,Taiwan Sign Language,Living
tst,,Tondi Songway Kiini,Living
tsu,,Tsou,Living
tsv,,Tsogo,Living
tsw,,Tsishingini,Living
tsx,,Mubami,Living
tsy,,Tebul Sign Language,Living
tsz,,Purepecha,Living
tta,,Tutelo,Extinct
ttb,,Gaa,Living
ttc,,Tektiteko,Living
ttd,,Tauade,Living
tte,,Bwanabwana,Living
ttf,,Tuotomb,Living
ttg,,Tutong,Living
tth,,Upper Ta'oih,Living
tti,,Tobati,Living
ttj,,Tooro,Living
ttk,,Totoro,Living
ttl,,Totela,Living
ttm,,Northern Tutchone,Living
ttn,,Towei,Living
tto,,Lower Ta'oih,Living
ttp,,Tombelala,Living
ttq,,Tawallammat Tamajaq,Living
ttr,,Tera,Living
tts,,Northeastern Thai,Living
ttt,,Muslim Tat,Living
ttu,,Torau,Living
ttv,,Titan,Living
ttw,,Long Wat,Living
tty,,Sikaritai,Living
ttz,,Tsum,Living
tua,,Wiarumus,Living
tub,,Tübatulabal,Living
tuc,,Mutu,Living
tud,,Tuxá,Extinct
tue,,Tuyuca,Living
tuf,,Central Tunebo,Living
tug,,Tunia,Living
tuh,,Taulil,Living
tui,,Tupuri,Living
tuj,,Tugutil,Living
tuk,tk,Turkmen,Living
tul,,Tula,Living
tum,,Tumbuka,Living
tun,,Tunica,Extinct
tuo,,Tucano,Living
tuq,,Tedaga,Living
tur,tr,Turkish,Living
tus,,Tuscarora,Living
tuu,,Tututni,Living
tuv,,Turkana,Living
tux,,Tuxináwa,Extinct
tuy,,Tugen,Living
tuz,,Turka,Living
tva,,Vaghua,Living
tvd,,Tsuvadi,Living
tve,,Te'un,Living
tvk,,Southeast Ambrym,Living
tvl,,Tuvalu,Living
tvm,,Tela-Masbuar,Living
tvn,,Tavoyan,Living
tvo,,Tidore,Living
tvs,,Taveta,Living
tvt,,Tutsa Naga,Living
tvu,,Tunen,Living
tvw,,Sedoa,Living
tvy,,Timor Pidgin,Extinct
twa,,Twana,Extinct
twb,,Western Tawbuid,Living
twc,,Teshenawa,Extinct
twd,,Twents,Living
twe,,Tewa (Indonesia),Living
twf,,Northern Tiwa,Living
twg,,Tereweng,Living
twh,,Tai Dón,Living
twi,tw,Twi,Living
twl,,Tawara,Living
twm,,Tawang Monpa,Living
twn,,Twendi,Living
two,,Tswapong,Living
twp,,Ere,Living
twq,,Tasawaq,Living
twr,,Southwestern Tarahumara,Living
twt,,Turiwára,Extinct
twu,,Termanu,Living
tww,,Tuwari,Living
twx,,Tewe,Living
twy,,Tawoyan,Living
txa,,Tombonuo,Living
txb,,Tokharian B,Ancient
txc,,Tsetsaut,Extinct
txe,,Totoli,Living
txg,,Tangut,Ancient
txh,,Thracian,Ancient
txi,,Ikpeng,Living
txm,,Tomini,Living
txn,,West Tarangan,Living
txo,,Toto,Living
txq,,Tii,Living
txr,,Tartessian,Ancient
txs,,Tonsea,Living
txt,,Citak,Living
txu,,Kayapó,Living
txx,,Tatana,Living
txy,,Tanosy Malagasy,Living
tya,,Tauya,Living
tye,,Kyanga,Living
tyh,,O'du,Living
tyi,,Teke-Tsaayi,Living
tyj,,Tai Do,Living
tyl,,Thu Lao,Living
tyn,,Kombai,Living
typ,,Thaypan,Extinct
tyr,,Tai Daeng,Living
tys,,Tày Sa Pa,Living
tyt,,Tày Tac,Living
tyu,,Kua,Living
tyv,,Tuvinian,Living
tyx,,Teke-Tyee,Living
tyz,,Tày,Living
tza,,Tanzanian Sign Language,Living
tzh,,Tzeltal,Living
tzj,,Tz'utujil,Living
tzl,,Talossan,Constructed
tzm,,Central Atlas Tamazight,Living
tzn,,Tugun,Living
tzo,,Tzotzil,Living
tzx,,Tabriak,Living
uam,,Uamué,Extinct
uan,,Kuan,Living
uar,,Tairuma,Living
uba,,Ubang,Living
ubi,,Ubi,Living
ubl,,Buhi'non Bikol,Living
ubr,,Ubir,Living
ubu,,Umbu-Ungu,Living
uby,,Ubykh,Extinct
uda,,Uda,Living
ude,,Udihe,Living
udg,,Muduga,Living
udi,,Udi,Living
udj,,Ujir,Living
udl,,Wuzlam,Living
udm,,Udmurt,Living
udu,,Uduk,Living
ues,,Kioko,Living
ufi,,Ufim,Living
uga,,Ugaritic,Ancient
ugb,,Kuku-Ugbanh,Extinct
uge,,Ughele,Living
ugn,,Ugandan Sign Language,Living
ugo,,Ugong,Living
ugy,,Uruguayan Sign Language,Living
uha,,Uhami,Living
uhn,,Damal,Living
uig,ug,Uighur,Living
uis,,Uisai,Living
uiv,,Iyive,Living
uji,,Tanjijili,Living
uka,,Kaburi,Living
ukg,,Ukuriguma,Living
ukh,,Ukhwejo,Living
ukl,,Ukrainian Sign Language,Living
ukp,,Ukpe-Bayobiri,Living
ukq,,Ukwa,Living
ukr,uk,Ukrainian,Living
uks,,Urubú-Kaapor Sign Language,Living
uku,,Ukue,Living
ukw,,Ukwuani-Aboh-Ndoni,Living
uky,,Kuuk-Yak,Extinct
ula,,Fungwa,Living
ulb,,Ulukwumi,Living
ulc,,Ulch,Living
ule,,Lule,Extinct
ulf,,Usku,Living
uli,,Ulithian,Living
ulk,,Meriam,Living
ull,,Ullatan,Living
ulm,,Ulumanda',Living
uln,,Unserdeutsch,Living
ulu,,Uma' Lung,Living
ulw,,Ulwa,Living
uma,,Umatilla,Living
umb,,Umbundu,Living
umc,,Marrucinian,Ancient
umd,,Umbindhamu,Extinct
umg,,Umbuygamu,Extinct
umi,,Ukit,Living
umm,,Umon,Living
umn,,Makyan Naga,Living
umo,,Umotína,Extinct
ump,,Umpila,Living
umr,,Umbugarla,Extinct
ums,,Pendau,Living
